SHEDID,time,RT,LEASE,date1,week_day
148,2015/10/28,28,30,2015-10-28,3
148,2015/10/29,28,30,2015-10-29,4
148,2015/10/30,28,30,2015-10-30,5
148,2015/10/31,28,30,2015-10-31,6
149,2015/9/1,97,100,2015-09-01,2
149,2015/9/2,97,100,2015-09-02,3
149,2015/9/3,97,100,2015-09-03,4
149,2015/9/4,97,100,2015-09-04,5
149,2015/9/5,97,100,2015-09-05,6
149,2015/9/6,97,100,2015-09-06,7
149,2015/9/7,97,100,2015-09-07,1
149,2015/9/8,97,100,2015-09-08,2
149,2015/9/9,97,100,2015-09-09,3
149,2015/9/10,97,100,2015-09-10,4
149,2015/9/11,97,100,2015-09-11,5
149,2015/9/12,97,100,2015-09-12,6
149,2015/9/13,97,100,2015-09-13,7
149,2015/9/14,97,100,2015-09-14,1
149,2015/9/15,97,100,2015-09-15,2
149,2015/9/16,97,100,2015-09-16,3
149,2015/9/17,97,100,2015-09-17,4
149,2015/9/18,97,100,2015-09-18,5
149,2015/9/19,97,100,2015-09-19,6
149,2015/9/20,97,100,2015-09-20,7
149,2015/9/21,97,100,2015-09-21,1
149,2015/9/22,97,100,2015-09-22,2
149,2015/9/23,97,100,2015-09-23,3
149,2015/9/24,97,100,2015-09-24,4
149,2015/9/25,97,100,2015-09-25,5
149,2015/9/26,97,100,2015-09-26,6
149,2015/9/27,97,100,2015-09-27,7
149,2015/9/28,97,100,2015-09-28,1
149,2015/9/29,97,100,2015-09-29,2
149,2015/9/30,97,100,2015-09-30,3
149,2015/10/1,97,100,2015-10-01,4
149,2015/10/2,97,100,2015-10-02,5
149,2015/10/3,97,100,2015-10-03,6
149,2015/10/4,97,100,2015-10-04,7
149,2015/10/5,97,100,2015-10-05,1
149,2015/10/6,97,100,2015-10-06,2
149,2015/10/7,97,100,2015-10-07,3
149,2015/10/8,97,100,2015-10-08,4
149,2015/10/9,97,100,2015-10-09,5
149,2015/10/10,97,100,2015-10-10,6
149,2015/10/11,97,100,2015-10-11,7
149,2015/10/12,97,100,2015-10-12,1
149,2015/10/13,97,100,2015-10-13,2
149,2015/10/14,97,100,2015-10-14,3
149,2015/10/15,97,100,2015-10-15,4
149,2015/10/16,97,100,2015-10-16,5
149,2015/10/17,97,100,2015-10-17,6
149,2015/10/18,97,100,2015-10-18,7
149,2015/10/19,97,100,2015-10-19,1
149,2015/10/20,97,100,2015-10-20,2
149,2015/10/21,97,100,2015-10-21,3
149,2015/10/22,97,100,2015-10-22,4
149,2015/10/23,97,100,2015-10-23,5
149,2015/10/24,97,100,2015-10-24,6
149,2015/10/25,97,100,2015-10-25,7
149,2015/10/26,97,100,2015-10-26,1
149,2015/10/27,97,100,2015-10-27,2
149,2015/10/28,97,100,2015-10-28,3
149,2015/10/29,97,100,2015-10-29,4
149,2015/10/30,97,100,2015-10-30,5
149,2015/10/31,97,100,2015-10-31,6
150,2015/9/1,47,49,2015-09-01,2
150,2015/9/2,47,49,2015-09-02,3
150,2015/9/3,47,49,2015-09-03,4
150,2015/9/4,47,49,2015-09-04,5
150,2015/9/5,47,49,2015-09-05,6
150,2015/9/6,47,49,2015-09-06,7
150,2015/9/7,47,49,2015-09-07,1
150,2015/9/8,47,49,2015-09-08,2
150,2015/9/9,47,49,2015-09-09,3
150,2015/9/10,47,49,2015-09-10,4
150,2015/9/11,47,49,2015-09-11,5
150,2015/9/12,47,49,2015-09-12,6
150,2015/9/13,47,49,2015-09-13,7
150,2015/9/14,47,49,2015-09-14,1
150,2015/9/15,47,49,2015-09-15,2
150,2015/9/16,47,49,2015-09-16,3
150,2015/9/17,47,49,2015-09-17,4
150,2015/9/18,47,49,2015-09-18,5
150,2015/9/19,47,49,2015-09-19,6
150,2015/9/20,47,49,2015-09-20,7
150,2015/9/21,47,49,2015-09-21,1
150,2015/9/22,47,49,2015-09-22,2
150,2015/9/23,47,49,2015-09-23,3
150,2015/9/24,47,49,2015-09-24,4
150,2015/9/25,47,49,2015-09-25,5
150,2015/9/26,47,49,2015-09-26,6
150,2015/9/27,47,49,2015-09-27,7
150,2015/9/28,47,49,2015-09-28,1
150,2015/9/29,47,49,2015-09-29,2
150,2015/9/30,47,49,2015-09-30,3
150,2015/10/1,47,49,2015-10-01,4
150,2015/10/2,47,49,2015-10-02,5
150,2015/10/3,47,49,2015-10-03,6
150,2015/10/4,47,49,2015-10-04,7
150,2015/10/5,47,49,2015-10-05,1
150,2015/10/6,47,49,2015-10-06,2
150,2015/10/7,47,49,2015-10-07,3
150,2015/10/8,47,49,2015-10-08,4
150,2015/10/9,47,49,2015-10-09,5
150,2015/10/10,47,49,2015-10-10,6
150,2015/10/11,47,49,2015-10-11,7
150,2015/10/12,47,49,2015-10-12,1
150,2015/10/13,47,49,2015-10-13,2
150,2015/10/14,47,49,2015-10-14,3
150,2015/10/15,47,49,2015-10-15,4
150,2015/10/16,47,49,2015-10-16,5
150,2015/10/17,47,49,2015-10-17,6
150,2015/10/18,47,49,2015-10-18,7
150,2015/10/19,47,49,2015-10-19,1
150,2015/10/20,47,49,2015-10-20,2
150,2015/10/21,47,49,2015-10-21,3
150,2015/10/22,47,49,2015-10-22,4
150,2015/10/23,47,49,2015-10-23,5
150,2015/10/24,47,49,2015-10-24,6
150,2015/10/25,47,49,2015-10-25,7
150,2015/10/26,47,49,2015-10-26,1
150,2015/10/27,47,49,2015-10-27,2
150,2015/10/28,47,49,2015-10-28,3
150,2015/10/29,47,49,2015-10-29,4
150,2015/10/30,47,49,2015-10-30,5
150,2015/10/31,47,49,2015-10-31,6
151,2015/9/1,20,28,2015-09-01,2
151,2015/9/2,20,28,2015-09-02,3
151,2015/9/3,20,28,2015-09-03,4
151,2015/9/4,20,28,2015-09-04,5
151,2015/9/5,20,28,2015-09-05,6
151,2015/9/6,20,28,2015-09-06,7
151,2015/9/7,20,28,2015-09-07,1
151,2015/9/8,20,28,2015-09-08,2
151,2015/9/9,20,28,2015-09-09,3
151,2015/9/10,20,28,2015-09-10,4
151,2015/9/11,20,28,2015-09-11,5
151,2015/9/12,20,28,2015-09-12,6
151,2015/9/13,20,28,2015-09-13,7
151,2015/9/14,20,28,2015-09-14,1
151,2015/9/15,20,28,2015-09-15,2
151,2015/9/16,20,28,2015-09-16,3
151,2015/9/17,20,28,2015-09-17,4
151,2015/9/18,20,28,2015-09-18,5
151,2015/9/19,20,28,2015-09-19,6
151,2015/9/20,20,28,2015-09-20,7
151,2015/9/21,20,28,2015-09-21,1
151,2015/9/22,20,28,2015-09-22,2
151,2015/9/23,20,28,2015-09-23,3
151,2015/9/24,20,28,2015-09-24,4
151,2015/9/25,20,28,2015-09-25,5
151,2015/9/26,20,28,2015-09-26,6
151,2015/9/27,20,28,2015-09-27,7
151,2015/9/28,20,28,2015-09-28,1
151,2015/9/29,20,28,2015-09-29,2
151,2015/9/30,20,28,2015-09-30,3
151,2015/10/1,20,28,2015-10-01,4
151,2015/10/2,20,28,2015-10-02,5
151,2015/10/3,20,28,2015-10-03,6
151,2015/10/4,20,28,2015-10-04,7
151,2015/10/5,20,28,2015-10-05,1
151,2015/10/6,20,28,2015-10-06,2
151,2015/10/7,20,28,2015-10-07,3
151,2015/10/8,20,28,2015-10-08,4
151,2015/10/9,20,28,2015-10-09,5
151,2015/10/10,20,28,2015-10-10,6
151,2015/10/11,20,28,2015-10-11,7
151,2015/10/12,20,28,2015-10-12,1
151,2015/10/13,20,28,2015-10-13,2
151,2015/10/14,20,28,2015-10-14,3
151,2015/10/15,20,28,2015-10-15,4
151,2015/10/16,20,28,2015-10-16,5
151,2015/10/17,20,28,2015-10-17,6
151,2015/10/18,20,28,2015-10-18,7
151,2015/10/19,20,28,2015-10-19,1
151,2015/10/20,20,28,2015-10-20,2
151,2015/10/21,20,28,2015-10-21,3
151,2015/10/22,20,28,2015-10-22,4
151,2015/10/23,20,28,2015-10-23,5
151,2015/10/24,20,28,2015-10-24,6
151,2015/10/25,20,28,2015-10-25,7
151,2015/10/26,20,28,2015-10-26,1
151,2015/10/27,20,28,2015-10-27,2
151,2015/10/28,20,28,2015-10-28,3
151,2015/10/29,20,28,2015-10-29,4
151,2015/10/30,20,28,2015-10-30,5
151,2015/10/31,20,28,2015-10-31,6
152,2015/9/1,48,43,2015-09-01,2
152,2015/9/2,48,43,2015-09-02,3
152,2015/9/3,48,43,2015-09-03,4
152,2015/9/4,48,43,2015-09-04,5
152,2015/9/5,48,43,2015-09-05,6
152,2015/9/6,48,43,2015-09-06,7
152,2015/9/7,48,43,2015-09-07,1
152,2015/9/8,48,43,2015-09-08,2
152,2015/9/9,48,43,2015-09-09,3
152,2015/9/10,48,43,2015-09-10,4
152,2015/9/11,48,43,2015-09-11,5
152,2015/9/12,48,43,2015-09-12,6
152,2015/9/13,48,43,2015-09-13,7
152,2015/9/14,48,43,2015-09-14,1
152,2015/9/15,48,43,2015-09-15,2
152,2015/9/16,48,43,2015-09-16,3
152,2015/9/17,48,43,2015-09-17,4
152,2015/9/18,48,43,2015-09-18,5
152,2015/9/19,48,43,2015-09-19,6
152,2015/9/20,48,43,2015-09-20,7
152,2015/9/21,48,43,2015-09-21,1
152,2015/9/22,48,43,2015-09-22,2
152,2015/9/23,48,43,2015-09-23,3
152,2015/9/24,48,43,2015-09-24,4
152,2015/9/25,48,43,2015-09-25,5
152,2015/9/26,48,43,2015-09-26,6
152,2015/9/27,48,43,2015-09-27,7
152,2015/9/28,48,43,2015-09-28,1
152,2015/9/29,48,43,2015-09-29,2
152,2015/9/30,48,43,2015-09-30,3
152,2015/10/1,48,43,2015-10-01,4
152,2015/10/2,48,43,2015-10-02,5
152,2015/10/3,48,43,2015-10-03,6
152,2015/10/4,48,43,2015-10-04,7
152,2015/10/5,48,43,2015-10-05,1
152,2015/10/6,48,43,2015-10-06,2
152,2015/10/7,48,43,2015-10-07,3
152,2015/10/8,48,43,2015-10-08,4
152,2015/10/9,48,43,2015-10-09,5
152,2015/10/10,48,43,2015-10-10,6
152,2015/10/11,48,43,2015-10-11,7
152,2015/10/12,48,43,2015-10-12,1
152,2015/10/13,48,43,2015-10-13,2
152,2015/10/14,48,43,2015-10-14,3
152,2015/10/15,48,43,2015-10-15,4
152,2015/10/16,48,43,2015-10-16,5
152,2015/10/17,48,43,2015-10-17,6
152,2015/10/18,48,43,2015-10-18,7
152,2015/10/19,48,43,2015-10-19,1
152,2015/10/20,48,43,2015-10-20,2
152,2015/10/21,48,43,2015-10-21,3
152,2015/10/22,48,43,2015-10-22,4
152,2015/10/23,48,43,2015-10-23,5
152,2015/10/24,48,43,2015-10-24,6
152,2015/10/25,48,43,2015-10-25,7
152,2015/10/26,48,43,2015-10-26,1
152,2015/10/27,48,43,2015-10-27,2
152,2015/10/28,48,43,2015-10-28,3
152,2015/10/29,48,43,2015-10-29,4
152,2015/10/30,48,43,2015-10-30,5
152,2015/10/31,48,43,2015-10-31,6
153,2015/9/1,35,38,2015-09-01,2
153,2015/9/2,35,38,2015-09-02,3
153,2015/9/3,35,38,2015-09-03,4
153,2015/9/4,35,38,2015-09-04,5
153,2015/9/5,35,38,2015-09-05,6
153,2015/9/6,35,38,2015-09-06,7
153,2015/9/7,35,38,2015-09-07,1
153,2015/9/8,35,38,2015-09-08,2
153,2015/9/9,35,38,2015-09-09,3
153,2015/9/10,35,38,2015-09-10,4
153,2015/9/11,35,38,2015-09-11,5
153,2015/9/12,35,38,2015-09-12,6
153,2015/9/13,35,38,2015-09-13,7
153,2015/9/14,35,38,2015-09-14,1
153,2015/9/15,35,38,2015-09-15,2
153,2015/9/16,35,38,2015-09-16,3
153,2015/9/17,35,38,2015-09-17,4
153,2015/9/18,35,38,2015-09-18,5
153,2015/9/19,35,38,2015-09-19,6
153,2015/9/20,35,38,2015-09-20,7
153,2015/9/21,35,38,2015-09-21,1
153,2015/9/22,35,38,2015-09-22,2
153,2015/9/23,35,38,2015-09-23,3
153,2015/9/24,35,38,2015-09-24,4
153,2015/9/25,35,38,2015-09-25,5
153,2015/9/26,35,38,2015-09-26,6
153,2015/9/27,35,38,2015-09-27,7
153,2015/9/28,35,38,2015-09-28,1
153,2015/9/29,35,38,2015-09-29,2
153,2015/9/30,35,38,2015-09-30,3
153,2015/10/1,35,38,2015-10-01,4
153,2015/10/2,35,38,2015-10-02,5
153,2015/10/3,35,38,2015-10-03,6
153,2015/10/4,35,38,2015-10-04,7
153,2015/10/5,35,38,2015-10-05,1
153,2015/10/6,35,38,2015-10-06,2
153,2015/10/7,35,38,2015-10-07,3
153,2015/10/8,35,38,2015-10-08,4
153,2015/10/9,35,38,2015-10-09,5
153,2015/10/10,35,38,2015-10-10,6
153,2015/10/11,35,38,2015-10-11,7
153,2015/10/12,35,38,2015-10-12,1
153,2015/10/13,35,38,2015-10-13,2
153,2015/10/14,35,38,2015-10-14,3
153,2015/10/15,35,38,2015-10-15,4
153,2015/10/16,35,38,2015-10-16,5
153,2015/10/17,35,38,2015-10-17,6
153,2015/10/18,35,38,2015-10-18,7
153,2015/10/19,35,38,2015-10-19,1
153,2015/10/20,35,38,2015-10-20,2
153,2015/10/21,35,38,2015-10-21,3
153,2015/10/22,35,38,2015-10-22,4
153,2015/10/23,35,38,2015-10-23,5
153,2015/10/24,35,38,2015-10-24,6
153,2015/10/25,35,38,2015-10-25,7
153,2015/10/26,35,38,2015-10-26,1
153,2015/10/27,35,38,2015-10-27,2
153,2015/10/28,35,38,2015-10-28,3
153,2015/10/29,35,38,2015-10-29,4
153,2015/10/30,35,38,2015-10-30,5
153,2015/10/31,35,38,2015-10-31,6
154,2015/9/1,14,7,2015-09-01,2
154,2015/9/2,14,7,2015-09-02,3
154,2015/9/3,14,7,2015-09-03,4
154,2015/9/4,14,7,2015-09-04,5
154,2015/9/5,14,7,2015-09-05,6
154,2015/9/6,14,7,2015-09-06,7
154,2015/9/7,14,7,2015-09-07,1
154,2015/9/8,14,7,2015-09-08,2
154,2015/9/9,14,7,2015-09-09,3
154,2015/9/10,14,7,2015-09-10,4
154,2015/9/11,14,7,2015-09-11,5
154,2015/9/12,14,7,2015-09-12,6
154,2015/9/13,14,7,2015-09-13,7
154,2015/9/14,14,7,2015-09-14,1
154,2015/9/15,14,7,2015-09-15,2
154,2015/9/16,14,7,2015-09-16,3
154,2015/9/17,14,7,2015-09-17,4
154,2015/9/18,14,7,2015-09-18,5
154,2015/9/19,14,7,2015-09-19,6
154,2015/9/20,14,7,2015-09-20,7
154,2015/9/21,14,7,2015-09-21,1
154,2015/9/22,14,7,2015-09-22,2
154,2015/9/23,14,7,2015-09-23,3
154,2015/9/24,14,7,2015-09-24,4
154,2015/9/25,14,7,2015-09-25,5
154,2015/9/26,14,7,2015-09-26,6
154,2015/9/27,14,7,2015-09-27,7
154,2015/9/28,14,7,2015-09-28,1
154,2015/9/29,14,7,2015-09-29,2
154,2015/9/30,14,7,2015-09-30,3
154,2015/10/1,14,7,2015-10-01,4
154,2015/10/2,14,7,2015-10-02,5
154,2015/10/3,14,7,2015-10-03,6
154,2015/10/4,14,7,2015-10-04,7
154,2015/10/5,14,7,2015-10-05,1
154,2015/10/6,14,7,2015-10-06,2
154,2015/10/7,14,7,2015-10-07,3
154,2015/10/8,14,7,2015-10-08,4
154,2015/10/9,14,7,2015-10-09,5
154,2015/10/10,14,7,2015-10-10,6
154,2015/10/11,14,7,2015-10-11,7
154,2015/10/12,14,7,2015-10-12,1
154,2015/10/13,14,7,2015-10-13,2
154,2015/10/14,14,7,2015-10-14,3
154,2015/10/15,14,7,2015-10-15,4
154,2015/10/16,14,7,2015-10-16,5
154,2015/10/17,14,7,2015-10-17,6
154,2015/10/18,14,7,2015-10-18,7
154,2015/10/19,14,7,2015-10-19,1
154,2015/10/20,14,7,2015-10-20,2
154,2015/10/21,14,7,2015-10-21,3
154,2015/10/22,14,7,2015-10-22,4
154,2015/10/23,14,7,2015-10-23,5
154,2015/10/24,14,7,2015-10-24,6
154,2015/10/25,14,7,2015-10-25,7
154,2015/10/26,14,7,2015-10-26,1
154,2015/10/27,14,7,2015-10-27,2
154,2015/10/28,14,7,2015-10-28,3
154,2015/10/29,14,7,2015-10-29,4
154,2015/10/30,14,7,2015-10-30,5
154,2015/10/31,14,7,2015-10-31,6
155,2015/9/1,68,80,2015-09-01,2
155,2015/9/2,68,80,2015-09-02,3
155,2015/9/3,68,80,2015-09-03,4
155,2015/9/4,68,80,2015-09-04,5
155,2015/9/5,68,80,2015-09-05,6
155,2015/9/6,68,80,2015-09-06,7
155,2015/9/7,68,80,2015-09-07,1
155,2015/9/8,68,80,2015-09-08,2
155,2015/9/9,68,80,2015-09-09,3
155,2015/9/10,68,80,2015-09-10,4
155,2015/9/11,68,80,2015-09-11,5
155,2015/9/12,68,80,2015-09-12,6
155,2015/9/13,68,80,2015-09-13,7
155,2015/9/14,68,80,2015-09-14,1
155,2015/9/15,68,80,2015-09-15,2
155,2015/9/16,68,80,2015-09-16,3
155,2015/9/17,68,80,2015-09-17,4
155,2015/9/18,68,80,2015-09-18,5
155,2015/9/19,68,80,2015-09-19,6
155,2015/9/20,68,80,2015-09-20,7
155,2015/9/21,68,80,2015-09-21,1
155,2015/9/22,68,80,2015-09-22,2
155,2015/9/23,68,80,2015-09-23,3
155,2015/9/24,68,80,2015-09-24,4
155,2015/9/25,68,80,2015-09-25,5
155,2015/9/26,68,80,2015-09-26,6
155,2015/9/27,68,80,2015-09-27,7
155,2015/9/28,68,80,2015-09-28,1
155,2015/9/29,68,80,2015-09-29,2
155,2015/9/30,68,80,2015-09-30,3
155,2015/10/1,68,80,2015-10-01,4
155,2015/10/2,68,80,2015-10-02,5
155,2015/10/3,68,80,2015-10-03,6
155,2015/10/4,68,80,2015-10-04,7
155,2015/10/5,68,80,2015-10-05,1
155,2015/10/6,68,80,2015-10-06,2
155,2015/10/7,68,80,2015-10-07,3
155,2015/10/8,68,80,2015-10-08,4
155,2015/10/9,68,80,2015-10-09,5
155,2015/10/10,68,80,2015-10-10,6
155,2015/10/11,68,80,2015-10-11,7
155,2015/10/12,68,80,2015-10-12,1
155,2015/10/13,68,80,2015-10-13,2
155,2015/10/14,68,80,2015-10-14,3
155,2015/10/15,68,80,2015-10-15,4
155,2015/10/16,68,80,2015-10-16,5
155,2015/10/17,68,80,2015-10-17,6
155,2015/10/18,68,80,2015-10-18,7
155,2015/10/19,68,80,2015-10-19,1
155,2015/10/20,68,80,2015-10-20,2
155,2015/10/21,68,80,2015-10-21,3
155,2015/10/22,68,80,2015-10-22,4
155,2015/10/23,68,80,2015-10-23,5
155,2015/10/24,68,80,2015-10-24,6
155,2015/10/25,68,80,2015-10-25,7
155,2015/10/26,68,80,2015-10-26,1
155,2015/10/27,68,80,2015-10-27,2
155,2015/10/28,68,80,2015-10-28,3
155,2015/10/29,68,80,2015-10-29,4
155,2015/10/30,68,80,2015-10-30,5
155,2015/10/31,68,80,2015-10-31,6
156,2015/9/1,52,52,2015-09-01,2
156,2015/9/2,52,52,2015-09-02,3
156,2015/9/3,52,52,2015-09-03,4
156,2015/9/4,52,52,2015-09-04,5
156,2015/9/5,52,52,2015-09-05,6
156,2015/9/6,52,52,2015-09-06,7
156,2015/9/7,52,52,2015-09-07,1
156,2015/9/8,52,52,2015-09-08,2
156,2015/9/9,52,52,2015-09-09,3
156,2015/9/10,52,52,2015-09-10,4
156,2015/9/11,52,52,2015-09-11,5
156,2015/9/12,52,52,2015-09-12,6
156,2015/9/13,52,52,2015-09-13,7
156,2015/9/14,52,52,2015-09-14,1
156,2015/9/15,52,52,2015-09-15,2
156,2015/9/16,52,52,2015-09-16,3
156,2015/9/17,52,52,2015-09-17,4
156,2015/9/18,52,52,2015-09-18,5
156,2015/9/19,52,52,2015-09-19,6
156,2015/9/20,52,52,2015-09-20,7
156,2015/9/21,52,52,2015-09-21,1
156,2015/9/22,52,52,2015-09-22,2
156,2015/9/23,52,52,2015-09-23,3
156,2015/9/24,52,52,2015-09-24,4
156,2015/9/25,52,52,2015-09-25,5
156,2015/9/26,52,52,2015-09-26,6
156,2015/9/27,52,52,2015-09-27,7
156,2015/9/28,52,52,2015-09-28,1
156,2015/9/29,52,52,2015-09-29,2
156,2015/9/30,52,52,2015-09-30,3
156,2015/10/1,52,52,2015-10-01,4
156,2015/10/2,52,52,2015-10-02,5
156,2015/10/3,52,52,2015-10-03,6
156,2015/10/4,52,52,2015-10-04,7
156,2015/10/5,52,52,2015-10-05,1
156,2015/10/6,52,52,2015-10-06,2
156,2015/10/7,52,52,2015-10-07,3
156,2015/10/8,52,52,2015-10-08,4
156,2015/10/9,52,52,2015-10-09,5
156,2015/10/10,52,52,2015-10-10,6
156,2015/10/11,52,52,2015-10-11,7
156,2015/10/12,52,52,2015-10-12,1
156,2015/10/13,52,52,2015-10-13,2
156,2015/10/14,52,52,2015-10-14,3
156,2015/10/15,52,52,2015-10-15,4
156,2015/10/16,52,52,2015-10-16,5
156,2015/10/17,52,52,2015-10-17,6
156,2015/10/18,52,52,2015-10-18,7
156,2015/10/19,52,52,2015-10-19,1
156,2015/10/20,52,52,2015-10-20,2
156,2015/10/21,52,52,2015-10-21,3
156,2015/10/22,52,52,2015-10-22,4
156,2015/10/23,52,52,2015-10-23,5
156,2015/10/24,52,52,2015-10-24,6
156,2015/10/25,52,52,2015-10-25,7
156,2015/10/26,52,52,2015-10-26,1
156,2015/10/27,52,52,2015-10-27,2
156,2015/10/28,52,52,2015-10-28,3
156,2015/10/29,52,52,2015-10-29,4
156,2015/10/30,52,52,2015-10-30,5
156,2015/10/31,52,52,2015-10-31,6
157,2015/9/1,42,36,2015-09-01,2
157,2015/9/2,42,36,2015-09-02,3
157,2015/9/3,42,36,2015-09-03,4
157,2015/9/4,42,36,2015-09-04,5
157,2015/9/5,42,36,2015-09-05,6
157,2015/9/6,42,36,2015-09-06,7
157,2015/9/7,42,36,2015-09-07,1
157,2015/9/8,42,36,2015-09-08,2
157,2015/9/9,42,36,2015-09-09,3
157,2015/9/10,42,36,2015-09-10,4
157,2015/9/11,42,36,2015-09-11,5
157,2015/9/12,42,36,2015-09-12,6
157,2015/9/13,42,36,2015-09-13,7
157,2015/9/14,42,36,2015-09-14,1
157,2015/9/15,42,36,2015-09-15,2
157,2015/9/16,42,36,2015-09-16,3
157,2015/9/17,42,36,2015-09-17,4
157,2015/9/18,42,36,2015-09-18,5
157,2015/9/19,42,36,2015-09-19,6
157,2015/9/20,42,36,2015-09-20,7
157,2015/9/21,42,36,2015-09-21,1
157,2015/9/22,42,36,2015-09-22,2
157,2015/9/23,42,36,2015-09-23,3
157,2015/9/24,42,36,2015-09-24,4
157,2015/9/25,42,36,2015-09-25,5
157,2015/9/26,42,36,2015-09-26,6
157,2015/9/27,42,36,2015-09-27,7
157,2015/9/28,42,36,2015-09-28,1
157,2015/9/29,42,36,2015-09-29,2
157,2015/9/30,42,36,2015-09-30,3
157,2015/10/1,42,36,2015-10-01,4
157,2015/10/2,42,36,2015-10-02,5
157,2015/10/3,42,36,2015-10-03,6
157,2015/10/4,42,36,2015-10-04,7
157,2015/10/5,42,36,2015-10-05,1
157,2015/10/6,42,36,2015-10-06,2
157,2015/10/7,42,36,2015-10-07,3
157,2015/10/8,42,36,2015-10-08,4
157,2015/10/9,42,36,2015-10-09,5
157,2015/10/10,42,36,2015-10-10,6
157,2015/10/11,42,36,2015-10-11,7
157,2015/10/12,42,36,2015-10-12,1
157,2015/10/13,42,36,2015-10-13,2
157,2015/10/14,42,36,2015-10-14,3
157,2015/10/15,42,36,2015-10-15,4
157,2015/10/16,42,36,2015-10-16,5
157,2015/10/17,42,36,2015-10-17,6
157,2015/10/18,42,36,2015-10-18,7
157,2015/10/19,42,36,2015-10-19,1
157,2015/10/20,42,36,2015-10-20,2
157,2015/10/21,42,36,2015-10-21,3
157,2015/10/22,42,36,2015-10-22,4
157,2015/10/23,42,36,2015-10-23,5
157,2015/10/24,42,36,2015-10-24,6
157,2015/10/25,42,36,2015-10-25,7
157,2015/10/26,42,36,2015-10-26,1
157,2015/10/27,42,36,2015-10-27,2
157,2015/10/28,42,36,2015-10-28,3
157,2015/10/29,42,36,2015-10-29,4
157,2015/10/30,42,36,2015-10-30,5
157,2015/10/31,42,36,2015-10-31,6
158,2015/9/1,37,31,2015-09-01,2
158,2015/9/2,37,31,2015-09-02,3
158,2015/9/3,37,31,2015-09-03,4
158,2015/9/4,37,31,2015-09-04,5
158,2015/9/5,37,31,2015-09-05,6
158,2015/9/6,37,31,2015-09-06,7
158,2015/9/7,37,31,2015-09-07,1
158,2015/9/8,37,31,2015-09-08,2
158,2015/9/9,37,31,2015-09-09,3
158,2015/9/10,37,31,2015-09-10,4
158,2015/9/11,37,31,2015-09-11,5
158,2015/9/12,37,31,2015-09-12,6
158,2015/9/13,37,31,2015-09-13,7
158,2015/9/14,37,31,2015-09-14,1
158,2015/9/15,37,31,2015-09-15,2
158,2015/9/16,37,31,2015-09-16,3
158,2015/9/17,37,31,2015-09-17,4
158,2015/9/18,37,31,2015-09-18,5
158,2015/9/19,37,31,2015-09-19,6
158,2015/9/20,37,31,2015-09-20,7
158,2015/9/21,37,31,2015-09-21,1
158,2015/9/22,37,31,2015-09-22,2
158,2015/9/23,37,31,2015-09-23,3
158,2015/9/24,37,31,2015-09-24,4
158,2015/9/25,37,31,2015-09-25,5
158,2015/9/26,37,31,2015-09-26,6
158,2015/9/27,37,31,2015-09-27,7
158,2015/9/28,37,31,2015-09-28,1
158,2015/9/29,37,31,2015-09-29,2
158,2015/9/30,37,31,2015-09-30,3
158,2015/10/1,37,31,2015-10-01,4
158,2015/10/2,37,31,2015-10-02,5
158,2015/10/3,37,31,2015-10-03,6
158,2015/10/4,37,31,2015-10-04,7
158,2015/10/5,37,31,2015-10-05,1
158,2015/10/6,37,31,2015-10-06,2
158,2015/10/7,37,31,2015-10-07,3
158,2015/10/8,37,31,2015-10-08,4
158,2015/10/9,37,31,2015-10-09,5
158,2015/10/10,37,31,2015-10-10,6
158,2015/10/11,37,31,2015-10-11,7
158,2015/10/12,37,31,2015-10-12,1
158,2015/10/13,37,31,2015-10-13,2
158,2015/10/14,37,31,2015-10-14,3
158,2015/10/15,37,31,2015-10-15,4
158,2015/10/16,37,31,2015-10-16,5
158,2015/10/17,37,31,2015-10-17,6
158,2015/10/18,37,31,2015-10-18,7
158,2015/10/19,37,31,2015-10-19,1
158,2015/10/20,37,31,2015-10-20,2
158,2015/10/21,37,31,2015-10-21,3
158,2015/10/22,37,31,2015-10-22,4
158,2015/10/23,37,31,2015-10-23,5
158,2015/10/24,37,31,2015-10-24,6
158,2015/10/25,37,31,2015-10-25,7
158,2015/10/26,37,31,2015-10-26,1
158,2015/10/27,37,31,2015-10-27,2
158,2015/10/28,37,31,2015-10-28,3
158,2015/10/29,37,31,2015-10-29,4
158,2015/10/30,37,31,2015-10-30,5
158,2015/10/31,37,31,2015-10-31,6
159,2015/9/1,43,55,2015-09-01,2
159,2015/9/2,43,55,2015-09-02,3
159,2015/9/3,43,55,2015-09-03,4
159,2015/9/4,43,55,2015-09-04,5
159,2015/9/5,43,55,2015-09-05,6
159,2015/9/6,43,55,2015-09-06,7
159,2015/9/7,43,55,2015-09-07,1
159,2015/9/8,43,55,2015-09-08,2
159,2015/9/9,43,55,2015-09-09,3
159,2015/9/10,43,55,2015-09-10,4
159,2015/9/11,43,55,2015-09-11,5
159,2015/9/12,43,55,2015-09-12,6
159,2015/9/13,43,55,2015-09-13,7
159,2015/9/14,43,55,2015-09-14,1
159,2015/9/15,43,55,2015-09-15,2
159,2015/9/16,43,55,2015-09-16,3
159,2015/9/17,43,55,2015-09-17,4
159,2015/9/18,43,55,2015-09-18,5
159,2015/9/19,43,55,2015-09-19,6
159,2015/9/20,43,55,2015-09-20,7
159,2015/9/21,43,55,2015-09-21,1
