SHEDID,time,RT,LEASE,date1,week_day,date
146,2015-08-09,40.0,50.0,2015-08-09,7,2015-08-09
146,2015-08-10,5.0,3.0,2015-08-10,1,2015-08-10
146,2015-08-11,50.0,57.0,2015-08-11,2,2015-08-11
146,2015-08-12,77.0,72.0,2015-08-12,3,2015-08-12
146,2015-08-13,67.0,70.0,2015-08-13,4,2015-08-13
146,2015-08-14,69.0,64.0,2015-08-14,5,2015-08-14
146,2015-08-15,71.0,64.0,2015-08-15,6,2015-08-15
146,2015-08-16,59.0,61.0,2015-08-16,7,2015-08-16
146,2015-08-17,56.0,63.0,2015-08-17,1,2015-08-17
146,2015-08-18,93.0,85.0,2015-08-18,2,2015-08-18
146,2015-08-19,61.0,47.0,2015-08-19,3,2015-08-19
146,2015-08-20,34.0,48.0,2015-08-20,4,2015-08-20
146,2015-08-21,90.0,85.0,2015-08-21,5,2015-08-21
146,2015-08-22,61.0,67.0,2015-08-22,6,2015-08-22
146,2015-08-23,57.0,53.0,2015-08-23,7,2015-08-23
146,2015-08-24,51.0,57.0,2015-08-24,1,2015-08-24
146,2015-08-25,72.0,77.0,2015-08-25,2,2015-08-25
146,2015-08-26,72.0,60.0,2015-08-26,3,2015-08-26
146,2015-08-27,75.0,53.0,2015-08-27,4,2015-08-27
146,2015-08-28,65.0,72.0,2015-08-28,5,2015-08-28
146,2015-08-29,71.0,51.0,2015-08-29,6,2015-08-29
146,2015-08-30,51.0,54.0,2015-08-30,7,2015-08-30
146,2015-08-31,62.0,57.0,2015-08-31,1,2015-08-31
147,2015-07-27,8.0,6.0,2015-07-27,1,2015-07-27
147,2015-07-28,11.0,13.0,2015-07-28,2,2015-07-28
147,2015-07-29,7.0,8.0,2015-07-29,3,2015-07-29
147,2015-07-30,6.0,12.0,2015-07-30,4,2015-07-30
147,2015-07-31,4.0,7.0,2015-07-31,5,2015-07-31
147,2015-08-01,9.0,7.0,2015-08-01,6,2015-08-01
147,2015-08-02,9.0,9.0,2015-08-02,7,2015-08-02
147,2015-08-03,12.0,10.0,2015-08-03,1,2015-08-03
147,2015-08-04,9.0,15.0,2015-08-04,2,2015-08-04
147,2015-08-05,16.0,17.0,2015-08-05,3,2015-08-05
147,2015-08-06,11.0,9.0,2015-08-06,4,2015-08-06
147,2015-08-07,21.0,17.0,2015-08-07,5,2015-08-07
147,2015-08-08,17.0,17.0,2015-08-08,6,2015-08-08
147,2015-08-09,13.0,13.0,2015-08-09,7,2015-08-09
147,2015-08-10,4.0,0.0,2015-08-10,1,2015-08-10
147,2015-08-11,18.0,16.0,2015-08-11,2,2015-08-11
147,2015-08-12,22.0,19.0,2015-08-12,3,2015-08-12
147,2015-08-13,18.0,17.0,2015-08-13,4,2015-08-13
147,2015-08-14,18.0,19.0,2015-08-14,5,2015-08-14
147,2015-08-15,17.0,18.0,2015-08-15,6,2015-08-15
147,2015-08-16,16.0,20.0,2015-08-16,7,2015-08-16
147,2015-08-17,23.0,17.0,2015-08-17,1,2015-08-17
147,2015-08-18,22.0,25.0,2015-08-18,2,2015-08-18
147,2015-08-19,16.0,14.0,2015-08-19,3,2015-08-19
147,2015-08-20,15.0,11.0,2015-08-20,4,2015-08-20
147,2015-08-21,22.0,20.0,2015-08-21,5,2015-08-21
147,2015-08-22,29.0,22.0,2015-08-22,6,2015-08-22
147,2015-08-23,17.0,17.0,2015-08-23,7,2015-08-23
147,2015-08-24,20.0,18.0,2015-08-24,1,2015-08-24
147,2015-08-25,27.0,30.0,2015-08-25,2,2015-08-25
147,2015-08-26,26.0,25.0,2015-08-26,3,2015-08-26
147,2015-08-27,28.0,29.0,2015-08-27,4,2015-08-27
147,2015-08-28,26.0,21.0,2015-08-28,5,2015-08-28
147,2015-08-29,15.0,21.0,2015-08-29,6,2015-08-29
147,2015-08-30,17.0,18.0,2015-08-30,7,2015-08-30
147,2015-08-31,40.0,25.0,2015-08-31,1,2015-08-31
148,2015-01-01,17.0,18.0,2015-01-01,4,2015-01-01
148,2015-01-02,18.0,17.0,2015-01-02,5,2015-01-02
148,2015-01-03,11.0,15.0,2015-01-03,6,2015-01-03
148,2015-01-04,24.0,18.0,2015-01-04,7,2015-01-04
148,2015-01-05,15.0,18.0,2015-01-05,1,2015-01-05
148,2015-01-06,21.0,21.0,2015-01-06,2,2015-01-06
148,2015-01-07,21.0,20.0,2015-01-07,3,2015-01-07
148,2015-01-08,27.0,22.0,2015-01-08,4,2015-01-08
148,2015-01-09,23.0,26.0,2015-01-09,5,2015-01-09
148,2015-01-10,28.0,27.0,2015-01-10,6,2015-01-10
148,2015-01-11,22.0,23.0,2015-01-11,7,2015-01-11
148,2015-01-12,27.0,24.0,2015-01-12,1,2015-01-12
148,2015-01-13,28.0,24.0,2015-01-13,2,2015-01-13
148,2015-01-14,28.0,25.0,2015-01-14,3,2015-01-14
148,2015-01-15,42.0,40.0,2015-01-15,4,2015-01-15
148,2015-01-16,34.0,37.0,2015-01-16,5,2015-01-16
148,2015-01-17,29.0,33.0,2015-01-17,6,2015-01-17
148,2015-01-18,23.0,20.0,2015-01-18,7,2015-01-18
148,2015-01-19,37.0,30.0,2015-01-19,1,2015-01-19
148,2015-01-20,26.0,29.0,2015-01-20,2,2015-01-20
148,2015-01-21,30.0,21.0,2015-01-21,3,2015-01-21
148,2015-01-22,27.0,31.0,2015-01-22,4,2015-01-22
148,2015-01-23,35.0,38.0,2015-01-23,5,2015-01-23
148,2015-01-24,21.0,21.0,2015-01-24,6,2015-01-24
148,2015-01-25,12.0,11.0,2015-01-25,7,2015-01-25
148,2015-01-26,26.0,34.0,2015-01-26,1,2015-01-26
148,2015-01-27,29.0,28.0,2015-01-27,2,2015-01-27
148,2015-01-28,24.0,18.0,2015-01-28,3,2015-01-28
148,2015-01-29,17.0,22.0,2015-01-29,4,2015-01-29
148,2015-01-30,21.0,24.0,2015-01-30,5,2015-01-30
148,2015-01-31,19.0,16.0,2015-01-31,6,2015-01-31
148,2015-02-01,13.0,17.0,2015-02-01,7,2015-02-01
148,2015-02-02,33.0,36.0,2015-02-02,1,2015-02-02
148,2015-02-03,31.0,24.0,2015-02-03,2,2015-02-03
148,2015-02-04,42.0,42.0,2015-02-04,3,2015-02-04
148,2015-02-05,30.0,25.0,2015-02-05,4,2015-02-05
148,2015-02-06,26.0,29.0,2015-02-06,5,2015-02-06
148,2015-02-07,23.0,19.0,2015-02-07,6,2015-02-07
148,2015-02-08,16.0,13.0,2015-02-08,7,2015-02-08
148,2015-02-09,26.0,27.0,2015-02-09,1,2015-02-09
148,2015-02-10,35.0,36.0,2015-02-10,2,2015-02-10
148,2015-02-11,36.0,30.0,2015-02-11,3,2015-02-11
148,2015-02-12,34.0,34.0,2015-02-12,4,2015-02-12
148,2015-02-13,25.0,26.0,2015-02-13,5,2015-02-13
148,2015-02-14,29.0,26.0,2015-02-14,6,2015-02-14
148,2015-02-15,17.0,11.0,2015-02-15,7,2015-02-15
148,2015-02-16,27.0,26.0,2015-02-16,1,2015-02-16
148,2015-02-17,24.0,31.0,2015-02-17,2,2015-02-17
148,2015-02-18,7.0,14.0,2015-02-18,3,2015-02-18
148,2015-02-19,10.0,6.0,2015-02-19,4,2015-02-19
148,2015-02-20,8.0,5.0,2015-02-20,5,2015-02-20
148,2015-02-21,15.0,15.0,2015-02-21,6,2015-02-21
148,2015-02-22,12.0,12.0,2015-02-22,7,2015-02-22
148,2015-02-23,31.0,31.0,2015-02-23,1,2015-02-23
148,2015-02-24,24.0,22.0,2015-02-24,2,2015-02-24
148,2015-02-25,28.0,33.0,2015-02-25,3,2015-02-25
148,2015-02-26,36.0,37.0,2015-02-26,4,2015-02-26
148,2015-02-27,20.0,30.0,2015-02-27,5,2015-02-27
148,2015-02-28,11.0,14.0,2015-02-28,6,2015-02-28
148,2015-03-01,26.0,31.0,2015-03-01,7,2015-03-01
148,2015-03-02,27.0,29.0,2015-03-02,1,2015-03-02
148,2015-03-03,26.0,30.0,2015-03-03,2,2015-03-03
148,2015-03-04,38.0,47.0,2015-03-04,3,2015-03-04
148,2015-03-05,33.0,27.0,2015-03-05,4,2015-03-05
148,2015-03-06,49.0,41.0,2015-03-06,5,2015-03-06
148,2015-03-07,32.0,30.0,2015-03-07,6,2015-03-07
148,2015-03-08,20.0,18.0,2015-03-08,7,2015-03-08
148,2015-03-09,31.0,29.0,2015-03-09,1,2015-03-09
148,2015-03-10,36.0,33.0,2015-03-10,2,2015-03-10
148,2015-03-11,44.0,46.0,2015-03-11,3,2015-03-11
148,2015-03-12,47.0,40.0,2015-03-12,4,2015-03-12
148,2015-03-13,44.0,45.0,2015-03-13,5,2015-03-13
148,2015-03-14,54.0,41.0,2015-03-14,6,2015-03-14
148,2015-03-15,47.0,36.0,2015-03-15,7,2015-03-15
148,2015-03-16,47.0,48.0,2015-03-16,1,2015-03-16
148,2015-03-17,27.0,24.0,2015-03-17,2,2015-03-17
148,2015-03-18,18.0,14.0,2015-03-18,3,2015-03-18
148,2015-03-19,36.0,36.0,2015-03-19,4,2015-03-19
148,2015-03-20,43.0,49.0,2015-03-20,5,2015-03-20
148,2015-03-21,37.0,46.0,2015-03-21,6,2015-03-21
148,2015-03-22,31.0,33.0,2015-03-22,7,2015-03-22
148,2015-03-23,55.0,52.0,2015-03-23,1,2015-03-23
148,2015-03-24,50.0,51.0,2015-03-24,2,2015-03-24
148,2015-03-25,42.0,36.0,2015-03-25,3,2015-03-25
148,2015-03-26,49.0,51.0,2015-03-26,4,2015-03-26
148,2015-03-27,49.0,42.0,2015-03-27,5,2015-03-27
148,2015-03-28,37.0,50.0,2015-03-28,6,2015-03-28
148,2015-03-29,40.0,43.0,2015-03-29,7,2015-03-29
148,2015-03-30,36.0,47.0,2015-03-30,1,2015-03-30
148,2015-03-31,44.0,43.0,2015-03-31,2,2015-03-31
148,2015-04-01,33.0,34.0,2015-04-01,3,2015-04-01
148,2015-04-02,36.0,40.0,2015-04-02,4,2015-04-02
148,2015-04-03,40.0,39.0,2015-04-03,5,2015-04-03
148,2015-04-04,19.0,25.0,2015-04-04,6,2015-04-04
148,2015-04-05,13.0,14.0,2015-04-05,7,2015-04-05
148,2015-04-06,14.0,17.0,2015-04-06,1,2015-04-06
148,2015-04-07,23.0,19.0,2015-04-07,2,2015-04-07
148,2015-04-08,37.0,38.0,2015-04-08,3,2015-04-08
148,2015-04-09,37.0,52.0,2015-04-09,4,2015-04-09
148,2015-04-10,57.0,41.0,2015-04-10,5,2015-04-10
148,2015-04-11,36.0,34.0,2015-04-11,6,2015-04-11
148,2015-04-12,30.0,26.0,2015-04-12,7,2015-04-12
148,2015-04-13,43.0,42.0,2015-04-13,1,2015-04-13
148,2015-04-14,42.0,48.0,2015-04-14,2,2015-04-14
148,2015-04-15,61.0,55.0,2015-04-15,3,2015-04-15
148,2015-04-16,39.0,37.0,2015-04-16,4,2015-04-16
148,2015-04-17,43.0,31.0,2015-04-17,5,2015-04-17
148,2015-04-18,39.0,36.0,2015-04-18,6,2015-04-18
148,2015-04-19,15.0,16.0,2015-04-19,7,2015-04-19
148,2015-04-20,56.0,41.0,2015-04-20,1,2015-04-20
148,2015-04-21,54.0,44.0,2015-04-21,2,2015-04-21
148,2015-04-22,55.0,48.0,2015-04-22,3,2015-04-22
148,2015-04-23,51.0,48.0,2015-04-23,4,2015-04-23
148,2015-04-24,48.0,34.0,2015-04-24,5,2015-04-24
148,2015-04-25,36.0,32.0,2015-04-25,6,2015-04-25
148,2015-04-26,36.0,29.0,2015-04-26,7,2015-04-26
148,2015-04-27,44.0,41.0,2015-04-27,1,2015-04-27
148,2015-04-28,31.0,38.0,2015-04-28,2,2015-04-28
148,2015-04-29,48.0,41.0,2015-04-29,3,2015-04-29
148,2015-04-30,47.0,45.0,2015-04-30,4,2015-04-30
148,2015-05-01,32.0,39.0,2015-05-01,5,2015-05-01
148,2015-05-02,7.0,8.0,2015-05-02,6,2015-05-02
148,2015-05-03,30.0,38.0,2015-05-03,7,2015-05-03
148,2015-05-04,52.0,39.0,2015-05-04,1,2015-05-04
148,2015-05-05,48.0,42.0,2015-05-05,2,2015-05-05
148,2015-05-06,42.0,33.0,2015-05-06,3,2015-05-06
148,2015-05-07,52.0,38.0,2015-05-07,4,2015-05-07
148,2015-05-08,34.0,37.0,2015-05-08,5,2015-05-08
148,2015-05-09,35.0,45.0,2015-05-09,6,2015-05-09
148,2015-05-10,34.0,34.0,2015-05-10,7,2015-05-10
148,2015-05-11,18.0,26.0,2015-05-11,1,2015-05-11
148,2015-05-12,36.0,35.0,2015-05-12,2,2015-05-12
148,2015-05-13,57.0,50.0,2015-05-13,3,2015-05-13
148,2015-05-14,45.0,48.0,2015-05-14,4,2015-05-14
148,2015-05-15,30.0,29.0,2015-05-15,5,2015-05-15
148,2015-05-16,44.0,40.0,2015-05-16,6,2015-05-16
148,2015-05-17,36.0,33.0,2015-05-17,7,2015-05-17
148,2015-05-18,46.0,41.0,2015-05-18,1,2015-05-18
148,2015-05-19,44.0,42.0,2015-05-19,2,2015-05-19
148,2015-05-20,42.0,37.0,2015-05-20,3,2015-05-20
148,2015-05-21,54.0,46.0,2015-05-21,4,2015-05-21
148,2015-05-22,40.0,44.0,2015-05-22,5,2015-05-22
148,2015-05-23,42.0,35.0,2015-05-23,6,2015-05-23
148,2015-05-24,37.0,36.0,2015-05-24,7,2015-05-24
148,2015-05-25,46.0,42.0,2015-05-25,1,2015-05-25
148,2015-05-26,44.0,46.0,2015-05-26,2,2015-05-26
148,2015-05-27,19.0,19.0,2015-05-27,3,2015-05-27
148,2015-05-28,42.0,40.0,2015-05-28,4,2015-05-28
148,2015-05-29,18.0,16.0,2015-05-29,5,2015-05-29
148,2015-05-30,34.0,30.0,2015-05-30,6,2015-05-30
148,2015-05-31,27.0,30.0,2015-05-31,7,2015-05-31
148,2015-06-01,45.0,43.0,2015-06-01,1,2015-06-01
148,2015-06-02,28.0,24.0,2015-06-02,2,2015-06-02
148,2015-06-03,45.0,43.0,2015-06-03,3,2015-06-03
148,2015-06-04,34.0,37.0,2015-06-04,4,2015-06-04
148,2015-06-05,42.0,36.0,2015-06-05,5,2015-06-05
148,2015-06-06,33.0,32.0,2015-06-06,6,2015-06-06
148,2015-06-07,28.0,25.0,2015-06-07,7,2015-06-07
148,2015-06-08,43.0,39.0,2015-06-08,1,2015-06-08
148,2015-06-09,32.0,35.0,2015-06-09,2,2015-06-09
148,2015-06-10,32.0,40.0,2015-06-10,3,2015-06-10
148,2015-06-11,42.0,41.0,2015-06-11,4,2015-06-11
148,2015-06-12,29.0,31.0,2015-06-12,5,2015-06-12
148,2015-06-13,29.0,31.0,2015-06-13,6,2015-06-13
148,2015-06-14,31.0,33.0,2015-06-14,7,2015-06-14
148,2015-06-15,46.0,39.0,2015-06-15,1,2015-06-15
148,2015-06-16,38.0,28.0,2015-06-16,2,2015-06-16
148,2015-06-17,38.0,29.0,2015-06-17,3,2015-06-17
148,2015-06-18,35.0,37.0,2015-06-18,4,2015-06-18
148,2015-06-19,47.0,40.0,2015-06-19,5,2015-06-19
148,2015-06-20,38.0,36.0,2015-06-20,6,2015-06-20
148,2015-06-21,32.0,23.0,2015-06-21,7,2015-06-21
148,2015-06-22,32.0,31.0,2015-06-22,1,2015-06-22
148,2015-06-23,41.0,36.0,2015-06-23,2,2015-06-23
148,2015-06-24,11.0,6.0,2015-06-24,3,2015-06-24
148,2015-06-25,14.0,11.0,2015-06-25,4,2015-06-25
148,2015-06-26,37.0,36.0,2015-06-26,5,2015-06-26
148,2015-06-27,27.0,30.0,2015-06-27,6,2015-06-27
148,2015-06-28,20.0,27.0,2015-06-28,7,2015-06-28
148,2015-06-29,16.0,22.0,2015-06-29,1,2015-06-29
148,2015-06-30,22.0,17.0,2015-06-30,2,2015-06-30
148,2015-07-01,35.0,39.0,2015-07-01,3,2015-07-01
148,2015-07-02,34.0,35.0,2015-07-02,4,2015-07-02
148,2015-07-03,39.0,38.0,2015-07-03,5,2015-07-03
148,2015-07-04,35.0,47.0,2015-07-04,6,2015-07-04
148,2015-07-05,34.0,35.0,2015-07-05,7,2015-07-05
148,2015-07-06,22.0,21.0,2015-07-06,1,2015-07-06
148,2015-07-07,43.0,42.0,2015-07-07,2,2015-07-07
148,2015-07-08,32.0,39.0,2015-07-08,3,2015-07-08
148,2015-07-09,40.0,42.0,2015-07-09,4,2015-07-09
148,2015-07-10,40.0,42.0,2015-07-10,5,2015-07-10
148,2015-07-11,14.0,18.0,2015-07-11,6,2015-07-11
148,2015-07-12,30.0,28.0,2015-07-12,7,2015-07-12
148,2015-07-13,43.0,47.0,2015-07-13,1,2015-07-13
148,2015-07-14,29.0,40.0,2015-07-14,2,2015-07-14
148,2015-07-15,32.0,46.0,2015-07-15,3,2015-07-15
148,2015-07-16,30.0,37.0,2015-07-16,4,2015-07-16
148,2015-07-17,12.0,13.0,2015-07-17,5,2015-07-17
148,2015-07-18,7.0,12.0,2015-07-18,6,2015-07-18
148,2015-07-19,10.0,7.0,2015-07-19,7,2015-07-19
148,2015-07-20,36.0,31.0,2015-07-20,1,2015-07-20
148,2015-07-21,42.0,43.0,2015-07-21,2,2015-07-21
148,2015-07-22,41.0,48.0,2015-07-22,3,2015-07-22
148,2015-07-23,38.0,41.0,2015-07-23,4,2015-07-23
148,2015-07-24,26.0,30.0,2015-07-24,5,2015-07-24
148,2015-07-25,44.0,33.0,2015-07-25,6,2015-07-25
148,2015-07-26,24.0,18.0,2015-07-26,7,2015-07-26
148,2015-07-27,35.0,29.0,2015-07-27,1,2015-07-27
148,2015-07-28,36.0,35.0,2015-07-28,2,2015-07-28
148,2015-07-29,38.0,31.0,2015-07-29,3,2015-07-29
148,2015-07-30,39.0,40.0,2015-07-30,4,2015-07-30
148,2015-07-31,14.0,21.0,2015-07-31,5,2015-07-31
148,2015-08-01,21.0,20.0,2015-08-01,6,2015-08-01
148,2015-08-02,22.0,22.0,2015-08-02,7,2015-08-02
148,2015-08-03,28.0,30.0,2015-08-03,1,2015-08-03
148,2015-08-04,38.0,43.0,2015-08-04,2,2015-08-04
148,2015-08-05,36.0,37.0,2015-08-05,3,2015-08-05
148,2015-08-06,33.0,34.0,2015-08-06,4,2015-08-06
148,2015-08-07,26.0,30.0,2015-08-07,5,2015-08-07
148,2015-08-08,26.0,34.0,2015-08-08,6,2015-08-08
148,2015-08-09,21.0,27.0,2015-08-09,7,2015-08-09
148,2015-08-10,9.0,6.0,2015-08-10,1,2015-08-10
148,2015-08-11,41.0,42.0,2015-08-11,2,2015-08-11
148,2015-08-12,31.0,31.0,2015-08-12,3,2015-08-12
148,2015-08-13,31.0,33.0,2015-08-13,4,2015-08-13
148,2015-08-14,42.0,39.0,2015-08-14,5,2015-08-14
148,2015-08-15,21.0,34.0,2015-08-15,6,2015-08-15
148,2015-08-16,16.0,29.0,2015-08-16,7,2015-08-16
148,2015-08-17,38.0,32.0,2015-08-17,1,2015-08-17
148,2015-08-18,34.0,28.0,2015-08-18,2,2015-08-18
148,2015-08-19,12.0,15.0,2015-08-19,3,2015-08-19
148,2015-08-20,25.0,20.0,2015-08-20,4,2015-08-20
148,2015-08-21,28.0,34.0,2015-08-21,5,2015-08-21
148,2015-08-22,28.0,24.0,2015-08-22,6,2015-08-22
148,2015-08-23,30.0,27.0,2015-08-23,7,2015-08-23
148,2015-08-24,27.0,24.0,2015-08-24,1,2015-08-24
148,2015-08-25,26.0,30.0,2015-08-25,2,2015-08-25
148,2015-08-26,34.0,33.0,2015-08-26,3,2015-08-26
148,2015-08-27,28.0,25.0,2015-08-27,4,2015-08-27
148,2015-08-28,27.0,30.0,2015-08-28,5,2015-08-28
148,2015-08-29,26.0,28.0,2015-08-29,6,2015-08-29
148,2015-08-30,27.0,29.0,2015-08-30,7,2015-08-30
148,2015-08-31,31.0,33.0,2015-08-31,1,2015-08-31
149,2015-01-01,43.0,42.0,2015-01-01,4,2015-01-01
149,2015-01-02,52.0,52.0,2015-01-02,5,2015-01-02
149,2015-01-03,42.0,42.0,2015-01-03,6,2015-01-03
149,2015-01-04,68.0,85.0,2015-01-04,7,2015-01-04
149,2015-01-05,79.0,81.0,2015-01-05,1,2015-01-05
149,2015-01-06,72.0,72.0,2015-01-06,2,2015-01-06
149,2015-01-07,71.0,84.0,2015-01-07,3,2015-01-07
149,2015-01-08,78.0,78.0,2015-01-08,4,2015-01-08
149,2015-01-09,96.0,90.0,2015-01-09,5,2015-01-09
149,2015-01-10,61.0,75.0,2015-01-10,6,2015-01-10
149,2015-01-11,69.0,60.0,2015-01-11,7,2015-01-11
149,2015-01-12,81.0,90.0,2015-01-12,1,2015-01-12
149,2015-01-13,97.0,96.0,2015-01-13,2,2015-01-13
149,2015-01-14,102.0,116.0,2015-01-14,3,2015-01-14
149,2015-01-15,100.0,113.0,2015-01-15,4,2015-01-15
149,2015-01-16,93.0,97.0,2015-01-16,5,2015-01-16
149,2015-01-17,65.0,59.0,2015-01-17,6,2015-01-17
149,2015-01-18,64.0,72.0,2015-01-18,7,2015-01-18
149,2015-01-19,99.0,91.0,2015-01-19,1,2015-01-19
149,2015-01-20,94.0,84.0,2015-01-20,2,2015-01-20
149,2015-01-21,99.0,95.0,2015-01-21,3,2015-01-21
149,2015-01-22,115.0,118.0,2015-01-22,4,2015-01-22
149,2015-01-23,95.0,111.0,2015-01-23,5,2015-01-23
149,2015-01-24,72.0,71.0,2015-01-24,6,2015-01-24
149,2015-01-25,29.0,33.0,2015-01-25,7,2015-01-25
149,2015-01-26,110.0,116.0,2015-01-26,1,2015-01-26
149,2015-01-27,72.0,82.0,2015-01-27,2,2015-01-27
149,2015-01-28,94.0,87.0,2015-01-28,3,2015-01-28
149,2015-01-29,62.0,67.0,2015-01-29,4,2015-01-29
149,2015-01-30,91.0,91.0,2015-01-30,5,2015-01-30
149,2015-01-31,47.0,50.0,2015-01-31,6,2015-01-31
149,2015-02-01,65.0,69.0,2015-02-01,7,2015-02-01
149,2015-02-02,84.0,86.0,2015-02-02,1,2015-02-02
149,2015-02-03,79.0,93.0,2015-02-03,2,2015-02-03
149,2015-02-04,101.0,106.0,2015-02-04,3,2015-02-04
149,2015-02-05,97.0,102.0,2015-02-05,4,2015-02-05
149,2015-02-06,103.0,114.0,2015-02-06,5,2015-02-06
149,2015-02-07,69.0,65.0,2015-02-07,6,2015-02-07
149,2015-02-08,43.0,58.0,2015-02-08,7,2015-02-08
149,2015-02-09,91.0,98.0,2015-02-09,1,2015-02-09
149,2015-02-10,96.0,97.0,2015-02-10,2,2015-02-10
149,2015-02-11,116.0,126.0,2015-02-11,3,2015-02-11
149,2015-02-12,101.0,105.0,2015-02-12,4,2015-02-12
149,2015-02-13,104.0,107.0,2015-02-13,5,2015-02-13
149,2015-02-14,75.0,74.0,2015-02-14,6,2015-02-14
149,2015-02-15,40.0,60.0,2015-02-15,7,2015-02-15
149,2015-02-16,91.0,99.0,2015-02-16,1,2015-02-16
149,2015-02-17,79.0,99.0,2015-02-17,2,2015-02-17
149,2015-02-18,40.0,45.0,2015-02-18,3,2015-02-18
149,2015-02-19,36.0,26.0,2015-02-19,4,2015-02-19
149,2015-02-20,17.0,11.0,2015-02-20,5,2015-02-20
149,2015-02-21,32.0,32.0,2015-02-21,6,2015-02-21
149,2015-02-22,34.0,27.0,2015-02-22,7,2015-02-22
149,2015-02-23,46.0,44.0,2015-02-23,1,2015-02-23
149,2015-02-24,68.0,64.0,2015-02-24,2,2015-02-24
149,2015-02-25,87.0,106.0,2015-02-25,3,2015-02-25
149,2015-02-26,125.0,125.0,2015-02-26,4,2015-02-26
149,2015-02-27,90.0,96.0,2015-02-27,5,2015-02-27
149,2015-02-28,32.0,36.0,2015-02-28,6,2015-02-28
149,2015-03-01,83.0,89.0,2015-03-01,7,2015-03-01
149,2015-03-02,98.0,125.0,2015-03-02,1,2015-03-02
149,2015-03-03,86.0,118.0,2015-03-03,2,2015-03-03
149,2015-03-04,93.0,106.0,2015-03-04,3,2015-03-04
149,2015-03-05,91.0,119.0,2015-03-05,4,2015-03-05
149,2015-03-06,105.0,137.0,2015-03-06,5,2015-03-06
149,2015-03-07,94.0,108.0,2015-03-07,6,2015-03-07
149,2015-03-08,57.0,55.0,2015-03-08,7,2015-03-08
149,2015-03-09,95.0,109.0,2015-03-09,1,2015-03-09
149,2015-03-10,116.0,132.0,2015-03-10,2,2015-03-10
149,2015-03-11,115.0,152.0,2015-03-11,3,2015-03-11
149,2015-03-12,152.0,174.0,2015-03-12,4,2015-03-12
149,2015-03-13,128.0,144.0,2015-03-13,5,2015-03-13
149,2015-03-14,112.0,117.0,2015-03-14,6,2015-03-14
149,2015-03-15,104.0,115.0,2015-03-15,7,2015-03-15
149,2015-03-16,135.0,165.0,2015-03-16,1,2015-03-16
149,2015-03-17,69.0,73.0,2015-03-17,2,2015-03-17
149,2015-03-18,55.0,59.0,2015-03-18,3,2015-03-18
149,2015-03-19,152.0,169.0,2015-03-19,4,2015-03-19
149,2015-03-20,147.0,150.0,2015-03-20,5,2015-03-20
149,2015-03-21,125.0,116.0,2015-03-21,6,2015-03-21
149,2015-03-22,91.0,91.0,2015-03-22,7,2015-03-22
149,2015-03-23,142.0,164.0,2015-03-23,1,2015-03-23
149,2015-03-24,151.0,182.0,2015-03-24,2,2015-03-24
149,2015-03-25,147.0,160.0,2015-03-25,3,2015-03-25
149,2015-03-26,165.0,196.0,2015-03-26,4,2015-03-26
149,2015-03-27,154.0,168.0,2015-03-27,5,2015-03-27
149,2015-03-28,120.0,123.0,2015-03-28,6,2015-03-28
149,2015-03-29,122.0,109.0,2015-03-29,7,2015-03-29
149,2015-03-30,178.0,182.0,2015-03-30,1,2015-03-30
149,2015-03-31,173.0,167.0,2015-03-31,2,2015-03-31
149,2015-04-01,154.0,155.0,2015-04-01,3,2015-04-01
149,2015-04-02,141.0,167.0,2015-04-02,4,2015-04-02
149,2015-04-03,181.0,195.0,2015-04-03,5,2015-04-03
149,2015-04-04,63.0,61.0,2015-04-04,6,2015-04-04
149,2015-04-05,55.0,36.0,2015-04-05,7,2015-04-05
149,2015-04-06,88.0,79.0,2015-04-06,1,2015-04-06
149,2015-04-07,118.0,141.0,2015-04-07,2,2015-04-07
149,2015-04-08,145.0,163.0,2015-04-08,3,2015-04-08
149,2015-04-09,164.0,179.0,2015-04-09,4,2015-04-09
149,2015-04-10,170.0,191.0,2015-04-10,5,2015-04-10
149,2015-04-11,106.0,109.0,2015-04-11,6,2015-04-11
149,2015-04-12,114.0,96.0,2015-04-12,7,2015-04-12
149,2015-04-13,119.0,132.0,2015-04-13,1,2015-04-13
149,2015-04-14,173.0,200.0,2015-04-14,2,2015-04-14
149,2015-04-15,173.0,193.0,2015-04-15,3,2015-04-15
149,2015-04-16,177.0,188.0,2015-04-16,4,2015-04-16
149,2015-04-17,146.0,168.0,2015-04-17,5,2015-04-17
149,2015-04-18,145.0,145.0,2015-04-18,6,2015-04-18
149,2015-04-19,71.0,76.0,2015-04-19,7,2015-04-19
149,2015-04-20,156.0,171.0,2015-04-20,1,2015-04-20
149,2015-04-21,200.0,198.0,2015-04-21,2,2015-04-21
149,2015-04-22,192.0,199.0,2015-04-22,3,2015-04-22
149,2015-04-23,172.0,179.0,2015-04-23,4,2015-04-23
149,2015-04-24,148.0,171.0,2015-04-24,5,2015-04-24
149,2015-04-25,117.0,132.0,2015-04-25,6,2015-04-25
149,2015-04-26,82.0,119.0,2015-04-26,7,2015-04-26
149,2015-04-27,157.0,176.0,2015-04-27,1,2015-04-27
149,2015-04-28,153.0,146.0,2015-04-28,2,2015-04-28
149,2015-04-29,163.0,186.0,2015-04-29,3,2015-04-29
149,2015-04-30,171.0,181.0,2015-04-30,4,2015-04-30
149,2015-05-01,86.0,91.0,2015-05-01,5,2015-05-01
